Run Beam Mode DLY | iEta iPhi Imon VDrift Gain f_Ar f_CO f_CF4 | IPreAmpI IPreAmpF IPreAmpO IShaper IShaperFeed IComp MSPL Lat Thresh | Sigma_Histo Sigma_Gaus Sigma_Cont Sigma_Num | Pk1_Pos Pk1_Int Pk2_Pos Pk2_Int Pk3_Pos Pk3_Int
160 13 1 48.00 |  5 2 710.00 3337.71 123570.66 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  11.47 -1.00 -1.00 -1.00 |  313.50 2273.00 289.50 837.00 266.50 20.00
162 13 1 50.00 |  5 2 710.00 3337.71 123570.66 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  12.36 -1.00 -1.00 -1.00 |  315.50 1901.00 291.50 1286.00 268.50 29.00
164 13 1 20.00 |  5 2 690.00 3243.69 58490.23 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  12.04 -1.00 -1.00 -1.00 |  310.50 2046.00 286.50 1082.00 263.50 28.00
167 13 0 -1.00 |  5 2 550.00 2585.55 311.36 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  43.47 24.80 0.15 42.84 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
168 13 0 -1.00 |  5 2 570.00 2679.57 657.79 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  30.57 22.20 20.95 29.70 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
171 13 0 -1.00 |  5 2 590.00 2773.59 1389.70 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  21.56 19.91 18.51 20.31 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
172 13 0 -1.00 |  5 2 610.00 2867.61 2935.98 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  18.74 18.14 16.61 17.29 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
174 13 0 -1.00 |  5 2 630.00 2961.63 6202.78 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  16.84 16.09 14.34 15.21 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
176 13 0 -1.00 |  5 2 650.00 3055.65 13104.44 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  14.69 13.20 11.02 12.80 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
178 13 0 -1.00 |  5 2 670.00 3149.67 27685.38 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  12.61 11.35 8.73 10.35 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
180 13 0 -1.00 |  5 2 690.00 3243.69 58490.23 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  11.20 10.28 7.33 8.57 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
182 13 0 -1.00 |  5 2 710.00 3337.71 123570.66 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  10.49 9.44 6.16 7.61 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
184 13 0 -1.00 |  5 2 550.00 2585.55 311.36 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  107.87 819.48 0.56 107.55 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
186 13 0 -1.00 |  5 2 570.00 2679.57 657.79 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  77.91 22.45 50113.69 77.52 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
188 13 0 -1.00 |  5 2 590.00 2773.59 1389.70 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  29.18 19.58 18.16 28.27 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
190 13 0 -1.00 |  5 2 610.00 2867.61 2935.98 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  19.77 17.58 16.00 18.41 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
192 13 0 -1.00 |  5 2 630.00 2961.63 6202.78 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  17.80 15.74 13.95 16.27 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
194 13 0 -1.00 |  5 2 650.00 3055.65 13104.44 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  15.86 12.92 10.62 14.12 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
196 13 0 -1.00 |  5 2 670.00 3149.67 27685.38 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.97 11.17 8.45 10.77 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
198 13 0 -1.00 |  5 2 690.00 3243.69 58490.23 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.79 9.83 6.73 9.33 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
200 13 0 -1.00 |  5 2 710.00 3337.71 123570.66 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.14 9.36 5.95 9.76 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
202 11 1 30.00 |  5 2 690.00 3243.69 58490.23 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  12.39 -1.00 -1.00 -1.00 |  296.50 2495.00 319.50 1627.00 272.50 90.00
204 11 1 35.00 |  5 2 690.00 3243.69 58490.23 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  8.04 -1.00 -1.00 -1.00 |  301.50 7913.00 324.50 825.00 277.50 227.00
206 11 1 40.00 |  5 2 690.00 3243.69 58490.23 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  6.23 -1.00 -1.00 -1.00 |  305.50 8252.00 282.50 494.00 329.50 133.00
208 11 1 45.00 |  5 2 690.00 3243.69 58490.23 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  7.51 -1.00 -1.00 -1.00 |  310.50 8004.00 286.50 1005.00 -1.00 -1.00
210 11 1 50.00 |  5 2 690.00 3243.69 58490.23 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  11.10 -1.00 -1.00 -1.00 |  315.50 6234.00 291.50 2618.00 268.50 40.00
212 11 1 20.00 |  5 2 690.00 3243.69 58490.23 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  8.72 -1.00 -1.00 -1.00 |  310.50 7503.00 286.50 1190.00 263.50 41.00
214 11 1 25.00 |  5 2 690.00 3243.69 58490.23 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  11.17 -1.00 -1.00 -1.00 |  315.50 6313.00 291.50 2559.00 268.50 53.00
216 11 1 23.00 |  5 2 690.00 3243.69 58490.23 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  10.24 -1.00 -1.00 -1.00 |  313.50 6954.00 289.50 1867.00 266.50 53.00
218 11 1 27.00 |  5 2 690.00 3243.69 58490.23 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  12.19 -1.00 -1.00 -1.00 |  317.50 5235.00 293.50 3660.00 270.50 70.00
220 11 1 33.00 |  5 2 690.00 3243.69 58490.23 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  10.22 -1.00 -1.00 -1.00 |  299.50 5842.00 322.50 1043.00 275.50 327.00
222 11 1 37.00 |  5 2 690.00 3243.69 58490.23 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  12.20 -1.00 -1.00 -1.00 |  303.50 4862.00 279.50 2087.00 256.50 113.00
224 11 1 43.00 |  5 2 690.00 3243.69 58490.23 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  13.62 -1.00 -1.00 -1.00 |  309.50 3700.00 286.50 3283.00 262.50 250.00
226 11 1 47.00 |  5 2 690.00 3243.69 58490.23 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  13.87 -1.00 -1.00 -1.00 |  289.50 4057.00 313.50 2398.00 266.50 416.00
228 11 1 50.00 |  5 2 690.00 3243.69 58490.23 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  13.62 -1.00 -1.00 -1.00 |  292.50 4629.00 315.50 1877.00 268.50 589.00
230 11 1 20.00 |  5 2 650.00 3055.65 13104.44 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  15.13 -1.00 -1.00 -1.00 |  286.50 3785.00 310.50 2907.00 263.50 580.00
232 11 1 25.00 |  5 2 650.00 3055.65 13104.44 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  14.24 -1.00 -1.00 -1.00 |  291.50 4863.00 315.50 1478.00 268.50 850.00
234 11 1 30.00 |  5 2 650.00 3055.65 13104.44 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  13.03 -1.00 -1.00 -1.00 |  296.50 5364.00 272.50 1256.00 319.50 439.00
236 11 1 35.00 |  5 2 650.00 3055.65 13104.44 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  13.06 -1.00 -1.00 -1.00 |  301.50 5245.00 277.50 1768.00 254.50 231.00
238 11 1 40.00 |  5 2 650.00 3055.65 13104.44 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  14.60 -1.00 -1.00 -1.00 |  305.50 4115.00 282.50 2596.00 258.50 383.00
241 11 1 45.00 |  5 2 650.00 3055.65 13104.44 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  15.04 -1.00 -1.00 -1.00 |  287.50 3710.00 310.50 3179.00 263.50 533.00
242 11 1 50.00 |  5 2 650.00 3055.65 13104.44 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  14.33 -1.00 -1.00 -1.00 |  291.50 4906.00 315.50 1497.00 268.50 806.00
245 11 1 23.00 |  5 2 650.00 3055.65 13104.44 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  13.19 -1.00 -1.00 -1.00 |  289.50 6147.00 313.50 1877.00 266.50 676.00
246 11 1 27.00 |  5 2 650.00 3055.65 13104.44 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  11.70 -1.00 -1.00 -1.00 |  293.50 6915.00 270.50 952.00 317.50 779.00
249 11 1 33.00 |  5 2 650.00 3055.65 13104.44 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  11.80 -1.00 -1.00 -1.00 |  299.50 6828.00 275.50 1830.00 252.50 178.00
251 11 1 37.00 |  5 2 650.00 3055.65 13104.44 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  13.02 -1.00 -1.00 -1.00 |  303.50 5915.00 279.50 2663.00 255.50 264.00
253 11 1 43.00 |  5 2 650.00 3055.65 13104.44 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  13.86 -1.00 -1.00 -1.00 |  285.50 4738.00 308.50 3779.00 261.50 400.00
254 11 1 47.00 |  5 2 650.00 3055.65 13104.44 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  13.14 -1.00 -1.00 -1.00 |  289.50 5997.00 312.50 2284.00 265.50 519.00
257 11 1 20.00 |  5 2 670.00 3149.67 27685.38 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  12.43 -1.00 -1.00 -1.00 |  310.50 5373.00 287.50 3563.00 263.50 124.00
258 11 1 25.00 |  5 2 670.00 3149.67 27685.38 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  12.48 -1.00 -1.00 -1.00 |  291.50 5807.00 315.50 2987.00 268.50 243.00
261 11 1 30.00 |  5 2 670.00 3149.67 27685.38 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  10.06 -1.00 -1.00 -1.00 |  296.50 7452.00 319.50 1050.00 272.50 452.00
262 11 1 35.00 |  5 2 670.00 3149.67 27685.38 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  8.74 -1.00 -1.00 -1.00 |  301.50 7844.00 277.50 903.00 324.50 202.00
264 11 1 40.00 |  5 2 670.00 3149.67 27685.38 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  10.25 -1.00 -1.00 -1.00 |  305.50 7155.00 282.50 1744.00 258.50 81.00
266 11 1 45.00 |  5 2 670.00 3149.67 27685.38 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  12.49 -1.00 -1.00 -1.00 |  310.50 5215.00 287.50 3641.00 263.50 141.00
268 11 1 50.00 |  5 2 670.00 3149.67 27685.38 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  13.03 -1.00 -1.00 -1.00 |  291.50 4990.00 315.50 2794.00 268.50 313.00
270 11 1 43.00 |  5 2 690.00 3243.69 58490.23 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  9.86 -1.00 -1.00 -1.00 |  308.50 5950.00 285.50 1391.00 262.50 41.00
273 11 1 37.00 |  5 2 690.00 3243.69 58490.23 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  7.13 -1.00 -1.00 -1.00 |  303.50 7703.00 326.50 435.00 279.50 339.00
